"","colour.in.videos","Treatment","Crevice.kind","tile.number","Location","number.LOB.before","number.otherMA.before","number.unknown.before","number.Lob.after","number.otherMA.after","number.unknown.after","number.LOB.removed","number.otherMA.removed","number.unknown.removed","Bites.Acanthurus.nigrofuscus","Bites.Chlorurus.sordidus","Bites.Ctenochaetus.binotatus","Bites.Ctenochaetus.striatus","Bites.Naso.lituratus","Bites.Pomacentrus.bankanensis","Bites.Scarus.niger","Bites.unident.wrasse","Bites.Zebrasoma.scopas"
"1022","yellow","caged control","small","12","f5",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1023","yellow","caged control","small","12","f6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1024","yellow","caged control","small","12","f7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1025","yellow","caged control","small","12","f8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1026","yellow","caged control","small","12","f9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1027","yellow","caged control","small","12","g1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1028","yellow","caged control","small","12","g2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1029","yellow","caged control","small","12","g3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1030","yellow","caged control","small","12","g4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1031","yellow","caged control","small","12","g5",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1032","yellow","caged control","small","12","g6",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1033","yellow","caged control","small","12","g7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1034","yellow","caged control","small","12","g8",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1035","yellow","caged control","small","12","g9",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1036","yellow","caged control","small","12","h1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1037","yellow","caged control","small","12","h2",0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1038","yellow","caged control","small","12","h3",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1039","yellow","caged control","small","12","h4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1040","yellow","caged control","small","12","h5",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1041","yellow","caged control","small","12","h6",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1042","yellow","caged control","small","12","h7",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1043","yellow","caged control","small","12","h8",0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"1044","yellow","caged control","small","12","h9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1045","yellow","caged control","small","12","i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1046","yellow","caged control","small","12","i2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1047","yellow","caged control","small","12","i3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1048","yellow","caged control","small","12","i4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1049","yellow","caged control","small","12","i5",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1050","yellow","caged control","small","12","i6",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1051","yellow","caged control","small","12","i7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1052","yellow","caged control","small","12","i8",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1053","yellow","caged control","small","12","i9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1054","blank","accessible","small","18","a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1055","blank","accessible","small","18","a2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1056","blank","accessible","small","18","a3",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1057","blank","accessible","small","18","a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1058","blank","accessible","small","18","a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059","blank","accessible","small","18","a6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1060","blank","accessible","small","18","a7",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061","blank","accessible","small","18","a8",2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1062","blank","accessible","small","18","a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1063","blank","accessible","small","18","b1",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1064","blank","accessible","small","18","b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1065","blank","accessible","small","18","b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1066","blank","accessible","small","18","b4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1067","blank","accessible","small","18","b5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1068","blank","accessible","small","18","b6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"1069","blank","accessible","small","18","b7",1,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"1070","blank","accessible","small","18","b8",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
"1071","blank","accessible","small","18","b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1072","blank","accessible","small","18","c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1073","blank","accessible","small","18","c2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1074","blank","accessible","small","18","c3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1075","blank","accessible","small","18","c4",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1076","blank","accessible","small","18","c5",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0
"1077","blank","accessible","small","18","c6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1078","blank","accessible","small","18","c7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"1079","blank","accessible","small","18","c8",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1080","blank","accessible","small","18","c9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1081","blank","accessible","small","18","d1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1082","blank","accessible","small","18","d2",0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"1083","blank","accessible","small","18","d3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1084","blank","accessible","small","18","d4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1085","blank","accessible","small","18","d5",2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"1086","blank","accessible","small","18","d6",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1087","blank","accessible","small","18","d7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1088","blank","accessible","small","18","d8",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1089","blank","accessible","small","18","d9",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1090","blank","accessible","small","18","e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1091","blank","accessible","small","18","e2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1092","blank","accessible","small","18","e3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1093","blank","accessible","small","18","e4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1094","blank","accessible","small","18","e5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1095","blank","accessible","small","18","e6",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1096","blank","accessible","small","18","e7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1097","blank","accessible","small","18","e8",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1098","blank","accessible","small","18","e9",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1099","blank","accessible","small","18","f1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1100","blank","accessible","small","18","f2",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1101","blank","accessible","small","18","f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102","blank","accessible","small","18","f4",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"1103","blank","accessible","small","18","f5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1104","blank","accessible","small","18","f6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"1105","blank","accessible","small","18","f7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1106","blank","accessible","small","18","f8",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1107","blank","accessible","small","18","f9",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1108","blank","accessible","small","18","g1",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1109","blank","accessible","small","18","g2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1110","blank","accessible","small","18","g3",0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"1111","blank","accessible","small","18","g4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1112","blank","accessible","small","18","g5",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
"1113","blank","accessible","small","18","g6",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1114","blank","accessible","small","18","g7",4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0
"1115","blank","accessible","small","18","g8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1116","blank","accessible","small","18","g9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1117","blank","accessible","small","18","h1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1118","blank","accessible","small","18","h2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1119","blank","accessible","small","18","h3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1120","blank","accessible","small","18","h4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1121","blank","accessible","small","18","h5",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1122","blank","accessible","small","18","h6",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"1123","blank","accessible","small","18","h7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1124","blank","accessible","small","18","h8",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1125","blank","accessible","small","18","h9",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1126","blank","accessible","small","18","i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1127","blank","accessible","small","18","i2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1128","blank","accessible","small","18","i3",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1129","blank","accessible","small","18","i4",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1130","blank","accessible","small","18","i5",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"1131","blank","accessible","small","18","i6",1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"1132","blank","accessible","small","18","i7",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1133","blank","accessible","small","18","i8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134","blank","accessible","small","18","i9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1135","green","caged control","small","78","a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1136","green","caged control","small","78","a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1137","green","caged control","small","78","a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1138","green","caged control","small","78","a4",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1139","green","caged control","small","78","a5",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1140","green","caged control","small","78","a6",1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1141","green","caged control","small","78","a7",1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1142","green","caged control","small","78","a8",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1143","green","caged control","small","78","a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1144","green","caged control","small","78","b1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1145","green","caged control","small","78","b2",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1146","green","caged control","small","78","b3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1147","green","caged control","small","78","b4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1148","green","caged control","small","78","b5",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1149","green","caged control","small","78","b6",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1150","green","caged control","small","78","b7",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1151","green","caged control","small","78","b8",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1152","green","caged control","small","78","b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1153","green","caged control","small","78","c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1154","green","caged control","small","78","c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1155","green","caged control","small","78","c3",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1156","green","caged control","small","78","c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1157","green","caged control","small","78","c5",0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"1158","green","caged control","small","78","c6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1159","green","caged control","small","78","c7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1160","green","caged control","small","78","c8",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1161","green","caged control","small","78","c9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1162","green","caged control","small","78","d1",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1163","green","caged control","small","78","d2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1164","green","caged control","small","78","d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1165","green","caged control","small","78","d4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1166","green","caged control","small","78","d5",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1167","green","caged control","small","78","d6",3,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1168","green","caged control","small","78","d7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1169","green","caged control","small","78","d8",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1170","green","caged control","small","78","d9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1171","green","caged control","small","78","e1",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1172","green","caged control","small","78","e2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1173","green","caged control","small","78","e3",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1174","green","caged control","small","78","e4",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1175","green","caged control","small","78","e5",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1176","green","caged control","small","78","e6",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1177","green","caged control","small","78","e7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1178","green","caged control","small","78","e8",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1179","green","caged control","small","78","e9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1180","green","caged control","small","78","f1",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1181","green","caged control","small","78","f2",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1182","green","caged control","small","78","f3",0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"1183","green","caged control","small","78","f4",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1184","green","caged control","small","78","f5",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1185","green","caged control","small","78","f6",0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"1186","green","caged control","small","78","f7",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1187","green","caged control","small","78","f8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1188","green","caged control","small","78","f9",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1189","green","caged control","small","78","g1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1190","green","caged control","small","78","g2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1191","green","caged control","small","78","g3",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1192","green","caged control","small","78","g4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1193","green","caged control","small","78","g5",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1194","green","caged control","small","78","g6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1195","green","caged control","small","78","g7",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1196","green","caged control","small","78","g8",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1197","green","caged control","small","78","g9",0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1198","green","caged control","small","78","h1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1199","green","caged control","small","78","h2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1200","green","caged control","small","78","h3",0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"1201","green","caged control","small","78","h4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1202","green","caged control","small","78","h5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1203","green","caged control","small","78","h6",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1204","green","caged control","small","78","h7",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1205","green","caged control","small","78","h8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1206","green","caged control","small","78","h9",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1207","green","caged control","small","78","i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1208","green","caged control","small","78","i2",4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1209","green","caged control","small","78","i3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1210","green","caged control","small","78","i4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1211","green","caged control","small","78","i5",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1212","green","caged control","small","78","i6",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1213","green","caged control","small","78","i7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1214","green","caged control","small","78","i8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1215","green","caged control","small","78","i9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
