colour.in.videos,tile.number,Treatment,Crevice.kind,Location,Unique.location,number.LOB.before,number.otherMA.before,number.unknown.before,number.Lob.after,number.otherMA.after,number.unknown.after,number.LOB.removed,number.otherMA.removed,number.unknown.removed
blank,18,accessible,small,g6,18.g6,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,g7,18.g7,4,0,0,3,0,0,1,0,0
blank,18,accessible,small,g8,18.g8,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,g9,18.g9,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,h1,18.h1,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,h2,18.h2,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,h3,18.h3,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,h4,18.h4,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,h5,18.h5,1,1,0,1,1,0,0,0,0
blank,18,accessible,small,h6,18.h6,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,h7,18.h7,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,h8,18.h8,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,h9,18.h9,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,i1,18.i1,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,i2,18.i2,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,i3,18.i3,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,i4,18.i4,1,1,0,1,1,0,0,0,0
blank,18,accessible,small,i5,18.i5,1,0,0,1,0,0,0,0,0
blank,18,accessible,small,i6,18.i6,1,2,0,1,2,0,0,0,0
blank,18,accessible,small,i7,18.i7,0,2,0,0,2,0,0,0,0
blank,18,accessible,small,i8,18.i8,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,i9,18.i9,0,0,0,0,0,0,0,0,0
green,78,caged control,small,a1,78.a1,0,0,0,0,0,0,0,0,0
green,78,caged control,small,a2,78.a2,0,0,0,0,0,0,0,0,0
green,78,caged control,small,a3,78.a3,0,0,0,0,0,0,0,0,0
green,78,caged control,small,a4,78.a4,2,0,0,2,0,0,0,0,0
green,78,caged control,small,a5,78.a5,0,2,0,0,2,0,0,0,0
green,78,caged control,small,a6,78.a6,1,2,0,1,2,0,0,0,0
green,78,caged control,small,a7,78.a7,1,2,0,1,2,0,0,0,0
green,78,caged control,small,a8,78.a8,2,0,0,2,0,0,0,0,0
green,78,caged control,small,a9,78.a9,0,0,0,0,0,0,0,0,0
green,78,caged control,small,b1,78.b1,0,1,0,0,1,0,0,0,0
green,78,caged control,small,b2,78.b2,0,2,0,0,2,0,0,0,0
green,78,caged control,small,b3,78.b3,1,0,0,1,0,0,0,0,0
green,78,caged control,small,b4,78.b4,0,1,0,0,1,0,0,0,0
green,78,caged control,small,b5,78.b5,0,1,0,0,1,0,0,0,0
green,78,caged control,small,b6,78.b6,0,0,1,0,0,1,0,0,0
green,78,caged control,small,b7,78.b7,1,1,0,1,1,0,0,0,0
green,78,caged control,small,b8,78.b8,0,3,0,0,3,0,0,0,0
green,78,caged control,small,b9,78.b9,0,0,0,0,0,0,0,0,0
green,78,caged control,small,c1,78.c1,0,0,0,0,0,0,0,0,0
green,78,caged control,small,c2,78.c2,0,0,0,0,0,0,0,0,0
green,78,caged control,small,c3,78.c3,0,2,0,0,2,0,0,0,0
green,78,caged control,small,c4,78.c4,0,0,0,0,0,0,0,0,0
green,78,caged control,small,c5,78.c5,0,4,0,0,3,0,0,1,0
green,78,caged control,small,c6,78.c6,0,0,0,0,0,0,0,0,0
green,78,caged control,small,c7,78.c7,0,1,0,0,1,0,0,0,0
green,78,caged control,small,c8,78.c8,0,1,0,0,1,0,0,0,0
green,78,caged control,small,c9,78.c9,0,0,0,0,0,0,0,0,0
green,78,caged control,small,d1,78.d1,1,1,0,1,1,0,0,0,0
green,78,caged control,small,d2,78.d2,1,0,0,1,0,0,0,0,0
green,78,caged control,small,d3,78.d3,0,0,0,0,0,0,0,0,0
green,78,caged control,small,d4,78.d4,0,0,0,0,0,0,0,0,0
green,78,caged control,small,d5,78.d5,1,1,0,1,1,0,0,0,0
green,78,caged control,small,d6,78.d6,3,2,0,3,2,0,0,0,0
green,78,caged control,small,d7,78.d7,0,0,0,0,0,0,0,0,0
green,78,caged control,small,d8,78.d8,0,1,0,0,1,0,0,0,0
green,78,caged control,small,d9,78.d9,0,0,0,0,0,0,0,0,0
green,78,caged control,small,e1,78.e1,1,1,0,1,1,0,0,0,0
green,78,caged control,small,e2,78.e2,0,1,0,0,1,0,0,0,0
green,78,caged control,small,e3,78.e3,0,3,0,0,3,0,0,0,0
green,78,caged control,small,e4,78.e4,0,2,0,0,2,0,0,0,0
green,78,caged control,small,e5,78.e5,0,1,0,0,1,0,0,0,0
green,78,caged control,small,e6,78.e6,0,1,0,0,1,0,0,0,0
green,78,caged control,small,e7,78.e7,0,1,0,0,1,0,0,0,0
green,78,caged control,small,e8,78.e8,0,1,0,0,1,0,0,0,0
green,78,caged control,small,e9,78.e9,0,0,0,0,0,0,0,0,0
green,78,caged control,small,f1,78.f1,0,2,0,0,2,0,0,0,0
green,78,caged control,small,f2,78.f2,0,3,0,0,3,0,0,0,0
green,78,caged control,small,f3,78.f3,0,1,2,0,1,1,0,0,1
green,78,caged control,small,f4,78.f4,0,2,0,0,2,0,0,0,0
green,78,caged control,small,f5,78.f5,0,2,0,0,2,0,0,0,0
green,78,caged control,small,f6,78.f6,0,2,1,0,1,1,0,1,0
green,78,caged control,small,f7,78.f7,1,0,0,1,0,0,0,0,0
green,78,caged control,small,f8,78.f8,0,0,0,0,0,0,0,0,0
green,78,caged control,small,f9,78.f9,0,1,0,0,1,0,0,0,0
green,78,caged control,small,g1,78.g1,0,0,0,0,0,0,0,0,0
green,78,caged control,small,g2,78.g2,0,1,0,0,1,0,0,0,0
green,78,caged control,small,g3,78.g3,0,1,0,0,1,0,0,0,0
green,78,caged control,small,g4,78.g4,0,0,0,0,0,0,0,0,0
green,78,caged control,small,g5,78.g5,0,2,0,0,2,0,0,0,0
green,78,caged control,small,g6,78.g6,0,0,0,0,0,0,0,0,0
green,78,caged control,small,g7,78.g7,1,1,0,1,1,0,0,0,0
green,78,caged control,small,g8,78.g8,1,1,0,1,1,0,0,0,0
green,78,caged control,small,g9,78.g9,0,0,2,0,0,2,0,0,0
green,78,caged control,small,h1,78.h1,1,0,0,1,0,0,0,0,0
green,78,caged control,small,h2,78.h2,0,1,0,0,1,0,0,0,0
green,78,caged control,small,h3,78.h3,0,2,1,0,2,1,0,0,0
green,78,caged control,small,h4,78.h4,0,1,0,0,1,0,0,0,0
green,78,caged control,small,h5,78.h5,0,0,0,0,0,0,0,0,0
green,78,caged control,small,h6,78.h6,2,0,0,2,0,0,0,0,0
green,78,caged control,small,h7,78.h7,1,1,0,1,1,0,0,0,0
green,78,caged control,small,h8,78.h8,0,0,0,0,0,0,0,0,0
green,78,caged control,small,h9,78.h9,0,1,0,0,1,0,0,0,0
green,78,caged control,small,i1,78.i1,0,0,0,0,0,0,0,0,0
green,78,caged control,small,i2,78.i2,4,0,0,4,0,0,0,0,0
green,78,caged control,small,i3,78.i3,0,0,0,0,0,0,0,0,0
green,78,caged control,small,i4,78.i4,0,1,0,0,1,0,0,0,0
green,78,caged control,small,i5,78.i5,0,1,0,0,1,0,0,0,0
green,78,caged control,small,i6,78.i6,0,1,0,0,1,0,0,0,0
green,78,caged control,small,i7,78.i7,0,0,0,0,0,0,0,0,0
green,78,caged control,small,i8,78.i8,0,0,0,0,0,0,0,0,0
green,78,caged control,small,i9,78.i9,0,0,0,0,0,0,0,0,0
