"","colour.in.videos","tile.number","Treatment","Crevice.kind","Location","number.LOB.before","number.otherMA.before","number.unknown.before","number.Lob.after","number.otherMA.after","number.unknown.after","number.LOB.removed","number.otherMA.removed","number.unknown.removed","Species","sumbites"
"907","yellow","73","caged control","medium","f3",4,1,0,4,1,0,0,0,0,NA,NA
"908","yellow","73","caged control","medium","f4",1,2,0,1,2,0,0,0,0,NA,NA
"909","yellow","73","caged control","medium","f5",2,0,0,2,0,0,0,0,0,NA,NA
"910","yellow","73","caged control","medium","f6",0,3,0,0,3,0,0,0,0,NA,NA
"911","yellow","73","caged control","medium","f7",0,0,0,0,0,0,0,0,0,NA,NA
"912","yellow","73","caged control","medium","f8",2,11,0,2,10,0,0,1,0,NA,NA
"913","yellow","73","caged control","medium","f9",0,3,0,0,3,0,0,0,0,NA,NA
"914","yellow","73","caged control","medium","g1",0,0,0,0,0,0,0,0,0,NA,NA
"915","yellow","73","caged control","medium","g2",3,1,0,3,1,0,0,0,0,NA,NA
"916","yellow","73","caged control","medium","g3",0,0,0,0,0,0,0,0,0,NA,NA
"917","yellow","73","caged control","medium","g4",1,0,0,1,0,0,0,0,0,NA,NA
"918","yellow","73","caged control","medium","g5",2,6,3,2,6,3,0,0,0,NA,NA
"919","yellow","73","caged control","medium","g6",0,2,0,0,2,0,0,0,0,NA,NA
"920","yellow","73","caged control","medium","g7",1,4,0,0,4,0,1,0,0,NA,NA
"921","yellow","73","caged control","medium","g8",0,2,2,0,2,2,0,0,0,NA,NA
"922","yellow","73","caged control","medium","g9",0,0,0,0,0,0,0,0,0,NA,NA
"923","yellow","73","caged control","medium","h1",0,0,0,0,0,0,0,0,0,NA,NA
"924","yellow","73","caged control","medium","h2",1,1,1,1,1,1,0,0,0,NA,NA
"925","yellow","73","caged control","medium","h3",3,1,0,3,1,0,0,0,0,NA,NA
"926","yellow","73","caged control","medium","h4",1,6,0,1,6,0,0,0,0,NA,NA
"927","yellow","73","caged control","medium","h5",4,3,2,4,3,2,0,0,0,NA,NA
"928","yellow","73","caged control","medium","h6",2,4,0,2,4,0,0,0,0,NA,NA
"929","yellow","73","caged control","medium","h7",0,4,0,0,4,0,0,0,0,NA,NA
"930","yellow","73","caged control","medium","h8",0,0,0,0,0,0,0,0,0,NA,NA
"931","yellow","73","caged control","medium","h9",2,0,0,2,0,0,0,0,0,NA,NA
"932","yellow","73","caged control","medium","i1",0,0,0,0,0,0,0,0,0,NA,NA
"933","yellow","73","caged control","medium","i2",1,4,0,1,4,0,0,0,0,NA,NA
"934","yellow","73","caged control","medium","i3",1,0,0,1,0,0,0,0,0,NA,NA
"935","yellow","73","caged control","medium","i4",3,0,0,3,0,0,0,0,0,NA,NA
"936","yellow","73","caged control","medium","i5",1,2,0,1,2,0,0,0,0,NA,NA
"937","yellow","73","caged control","medium","i6",1,0,0,1,0,0,0,0,0,NA,NA
"938","yellow","73","caged control","medium","i7",0,0,0,0,0,0,0,0,0,NA,NA
"939","yellow","73","caged control","medium","i8",0,0,0,0,0,0,0,0,0,NA,NA
"940","yellow","73","caged control","medium","i9",1,2,0,1,2,0,0,0,0,NA,NA
"941","blank","79","accessible","medium","a1",0,0,0,0,0,0,0,0,0,NA,NA
"942","blank","79","accessible","medium","a2",0,3,0,0,3,0,0,0,0,NA,NA
"943","blank","79","accessible","medium","a3",0,0,0,0,0,0,0,0,0,NA,NA
"944","blank","79","accessible","medium","a4",0,1,0,0,1,0,0,0,0,NA,NA
"945","blank","79","accessible","medium","a5",0,0,0,0,0,0,0,0,0,NA,NA
"946","blank","79","accessible","medium","a6",0,0,0,0,0,0,0,0,0,NA,NA
"947","blank","79","accessible","medium","a7",0,0,0,0,0,0,0,0,0,NA,NA
"948","blank","79","accessible","medium","a8",1,0,0,1,0,0,0,0,0,NA,NA
"949","blank","79","accessible","medium","a9",0,0,0,0,0,0,0,0,0,NA,NA
"950","blank","79","accessible","medium","b1",0,0,0,0,0,0,0,0,0,NA,NA
"951","blank","79","accessible","medium","b2",0,0,0,0,0,0,0,0,0,NA,NA
"952","blank","79","accessible","medium","b3",4,0,0,4,0,0,0,0,0,NA,NA
"953","blank","79","accessible","medium","b4",0,0,0,0,0,0,0,0,0,NA,NA
"954","blank","79","accessible","medium","b5",0,4,1,0,4,1,0,0,0,NA,NA
"955","blank","79","accessible","medium","b6",0,3,0,0,1,0,0,2,0,"Scarus niger",4
"956","blank","79","accessible","medium","b7",0,1,0,0,1,0,0,0,0,NA,NA
"957","blank","79","accessible","medium","b8",0,0,0,0,0,0,0,0,0,NA,NA
"958","blank","79","accessible","medium","b9",1,0,0,1,0,0,0,0,0,NA,NA
"959","blank","79","accessible","medium","c1",0,0,0,0,0,0,0,0,0,NA,NA
"960","blank","79","accessible","medium","c2",0,2,0,0,2,0,0,0,0,NA,NA
"961","blank","79","accessible","medium","c3",0,0,0,0,0,0,0,0,0,NA,NA
"962","blank","79","accessible","medium","c4",0,2,0,0,2,0,0,0,0,NA,NA
"963","blank","79","accessible","medium","c5",0,4,0,0,2,0,0,2,0,"Scarus niger",1
"964","blank","79","accessible","medium","c6",0,1,0,0,1,0,0,0,0,NA,NA
"965","blank","79","accessible","medium","c7",0,0,0,0,0,0,0,0,0,"Scarus niger",4
"966","blank","79","accessible","medium","c8",2,0,0,2,0,0,0,0,0,NA,NA
"967","blank","79","accessible","medium","c9",0,0,0,0,0,0,0,0,0,NA,NA
"968","blank","79","accessible","medium","d1",1,2,0,1,2,0,0,0,0,NA,NA
"969","blank","79","accessible","medium","d2",0,0,0,0,0,0,0,0,0,NA,NA
"970","blank","79","accessible","medium","d3",0,1,0,0,1,0,0,0,0,NA,NA
"971","blank","79","accessible","medium","d4",0,0,0,0,0,0,0,0,0,"Scarus niger",4
"972","blank","79","accessible","medium","d5",0,2,0,0,2,0,0,0,0,NA,NA
"973","blank","79","accessible","medium","d6",0,0,0,0,0,0,0,0,0,"Scarus niger",4
"974","blank","79","accessible","medium","d7",0,2,0,0,2,0,0,0,0,NA,NA
"975","blank","79","accessible","medium","d8",0,0,0,0,0,0,0,0,0,NA,NA
"976","blank","79","accessible","medium","d9",0,1,0,0,1,0,0,0,0,NA,NA
"977","blank","79","accessible","medium","e1",0,2,0,0,2,0,0,0,0,NA,NA
"978","blank","79","accessible","medium","e2",0,3,0,0,3,0,0,0,0,NA,NA
"979","blank","79","accessible","medium","e3",0,0,0,0,0,0,0,0,0,"Scarus niger",1
"980","blank","79","accessible","medium","e4",0,1,0,0,1,0,0,0,0,NA,NA
"981","blank","79","accessible","medium","e5",2,0,0,2,0,0,0,0,0,NA,NA
"982","blank","79","accessible","medium","e6",0,1,0,0,1,0,0,0,0,NA,NA
"983","blank","79","accessible","medium","e7",0,0,0,0,0,0,0,0,0,"Scarus niger",2
"984","blank","79","accessible","medium","e8",0,0,0,0,0,0,0,0,0,NA,NA
"985","blank","79","accessible","medium","e9",0,0,0,0,0,0,0,0,0,NA,NA
"986","blank","79","accessible","medium","f1",2,0,0,2,0,0,0,0,0,NA,NA
"987","blank","79","accessible","medium","f2",1,0,0,1,0,0,0,0,0,"Scarus niger",2
"988","blank","79","accessible","medium","f3",0,3,0,0,3,0,0,0,0,NA,NA
"989","blank","79","accessible","medium","f4",0,3,0,0,1,0,0,2,0,NA,NA
"990","blank","79","accessible","medium","f5",0,1,0,0,1,0,0,0,0,NA,NA
"991","blank","79","accessible","medium","f6",0,0,0,0,0,0,0,0,0,NA,NA
"992","blank","79","accessible","medium","f7",0,0,0,0,0,0,0,0,0,NA,NA
"993","blank","79","accessible","medium","f8",0,0,0,0,0,0,0,0,0,"Scarus niger",1
"994","blank","79","accessible","medium","f9",0,0,0,0,0,0,0,0,0,NA,NA
"995","blank","79","accessible","medium","g1",0,0,0,0,0,0,0,0,0,NA,NA
"996","blank","79","accessible","medium","g2",0,4,0,0,4,0,0,0,0,NA,NA
"997","blank","79","accessible","medium","g3",0,0,0,0,0,0,0,0,0,NA,NA
"998","blank","79","accessible","medium","g4",0,3,0,0,3,0,0,0,0,NA,NA
"999","blank","79","accessible","medium","g5",0,0,0,0,0,0,0,0,0,NA,NA
"1000","blank","79","accessible","medium","g6",0,1,0,0,1,0,0,0,0,NA,NA
"1001","blank","79","accessible","medium","g7",0,0,0,0,0,0,0,0,0,NA,NA
"1002","blank","79","accessible","medium","g8",0,2,0,0,2,0,0,0,0,NA,NA
"1003","blank","79","accessible","medium","g9",0,0,0,0,0,0,0,0,0,NA,NA
"1004","blank","79","accessible","medium","h1",1,1,0,1,1,0,0,0,0,NA,NA
"1005","blank","79","accessible","medium","h2",0,1,0,0,1,0,0,0,0,NA,NA
"1006","blank","79","accessible","medium","h3",1,1,0,1,1,0,0,0,0,NA,NA
"1007","blank","79","accessible","medium","h4",0,0,0,0,0,0,0,0,0,NA,NA
"1008","blank","79","accessible","medium","h5",0,2,0,0,2,0,0,0,0,NA,NA
"1009","blank","79","accessible","medium","h6",0,1,0,0,1,0,0,0,0,"Scarus niger",1
"1010","blank","79","accessible","medium","h7",1,1,0,1,1,0,0,0,0,NA,NA
"1011","blank","79","accessible","medium","h8",0,0,0,0,0,0,0,0,0,"Scarus niger",1
"1012","blank","79","accessible","medium","h9",0,0,0,0,0,0,0,0,0,NA,NA
"1013","blank","79","accessible","medium","i1",1,0,0,1,0,0,0,0,0,NA,NA
"1014","blank","79","accessible","medium","i2",1,1,0,1,1,0,0,0,0,NA,NA
"1015","blank","79","accessible","medium","i3",0,0,0,0,0,0,0,0,0,NA,NA
"1016","blank","79","accessible","medium","i4",0,0,0,0,0,0,0,0,0,NA,NA
"1017","blank","79","accessible","medium","i5",0,1,0,0,1,0,0,0,0,NA,NA
"1018","blank","79","accessible","medium","i6",1,0,0,1,0,0,0,0,0,NA,NA
"1019","blank","79","accessible","medium","i7",1,0,0,1,0,0,0,0,0,NA,NA
"1020","blank","79","accessible","medium","i8",0,2,0,0,2,0,0,0,0,NA,NA
"1021","blank","79","accessible","medium","i9",0,1,0,0,1,0,0,0,0,NA,NA
"1022","black","107","accessible","medium","a1",0,0,0,0,0,0,0,0,0,NA,NA
"1023","black","107","accessible","medium","a2",0,0,0,0,0,0,0,0,0,NA,NA
"1024","black","107","accessible","medium","a3",0,0,0,0,0,0,0,0,0,NA,NA
"1025","black","107","accessible","medium","a4",0,0,0,0,0,0,0,0,0,NA,NA
"1026","black","107","accessible","medium","a5",0,0,0,0,0,0,0,0,0,NA,NA
"1027","black","107","accessible","medium","a6",0,1,1,0,1,1,0,0,0,NA,NA
"1028","black","107","accessible","medium","a7",0,0,0,0,0,0,0,0,0,NA,NA
"1029","black","107","accessible","medium","a8",0,0,0,0,0,0,0,0,0,NA,NA
"1030","black","107","accessible","medium","a9",0,1,0,0,1,0,0,0,0,NA,NA
"1031","black","107","accessible","medium","b1",0,0,0,0,0,0,0,0,0,NA,NA
"1032","black","107","accessible","medium","b2",0,0,0,0,0,0,0,0,0,"Chlorurus sordidus",1
"1033","black","107","accessible","medium","b2",0,0,0,0,0,0,0,0,0,"Naso lituratus",1
"1034","black","107","accessible","medium","b3",0,0,0,0,0,0,0,0,0,NA,NA
"1035","black","107","accessible","medium","b4",0,1,0,0,0,0,0,1,0,NA,NA
"1036","black","107","accessible","medium","b5",0,1,0,0,1,0,0,0,0,NA,NA
"1037","black","107","accessible","medium","b6",0,0,0,0,0,0,0,0,0,"Chlorurus sordidus",1
"1038","black","107","accessible","medium","b7",1,0,0,1,0,0,0,0,0,NA,NA
"1039","black","107","accessible","medium","b8",1,1,0,1,1,0,0,0,0,"Chlorurus sordidus",1
"1040","black","107","accessible","medium","b8",1,1,0,1,1,0,0,0,0,"Naso lituratus",1
"1041","black","107","accessible","medium","b9",0,0,0,0,0,0,0,0,0,NA,NA
"1042","black","107","accessible","medium","c1",0,0,0,0,0,0,0,0,0,NA,NA
"1043","black","107","accessible","medium","c2",0,0,0,0,0,0,0,0,0,NA,NA
"1044","black","107","accessible","medium","c3",0,0,0,0,0,0,0,0,0,"Chlorurus sordidus",1
"1045","black","107","accessible","medium","c3",0,0,0,0,0,0,0,0,0,"unident wrasse",1
"1046","black","107","accessible","medium","c4",0,0,0,0,0,0,0,0,0,NA,NA
"1047","black","107","accessible","medium","c5",0,0,0,0,0,0,0,0,0,NA,NA
"1048","black","107","accessible","medium","c6",0,1,0,0,1,0,0,0,0,NA,NA
"1049","black","107","accessible","medium","c7",1,1,0,0,1,0,1,0,0,NA,NA
"1050","black","107","accessible","medium","c8",1,0,0,1,0,0,0,0,0,NA,NA
"1051","black","107","accessible","medium","c9",1,0,0,1,0,0,0,0,0,NA,NA
"1052","black","107","accessible","medium","d1",0,0,0,0,0,0,0,0,0,NA,NA
"1053","black","107","accessible","medium","d2",0,2,0,0,1,0,0,1,0,"Chlorurus sordidus",3
"1054","black","107","accessible","medium","d2",0,2,0,0,1,0,0,1,0,"unident wrasse",1
"1055","black","107","accessible","medium","d3",0,1,0,0,1,0,0,0,0,NA,NA
"1056","black","107","accessible","medium","d4",0,0,0,0,0,0,0,0,0,NA,NA
"1057","black","107","accessible","medium","d5",1,0,0,1,0,0,0,0,0,"Naso lituratus",1
"1058","black","107","accessible","medium","d6",0,0,0,0,0,0,0,0,0,"Naso lituratus",4
"1059","black","107","accessible","medium","d6",0,0,0,0,0,0,0,0,0,"unident wrasse",1
"1060","black","107","accessible","medium","d7",1,0,0,1,0,0,0,0,0,NA,NA
"1061","black","107","accessible","medium","d8",0,1,0,0,0,0,0,1,0,NA,NA
"1062","black","107","accessible","medium","d9",0,0,0,0,0,0,0,0,0,NA,NA
"1063","black","107","accessible","medium","e1",0,0,0,0,0,0,0,0,0,NA,NA
"1064","black","107","accessible","medium","e2",1,0,0,1,0,0,0,0,0,"Chlorurus sordidus",1
"1065","black","107","accessible","medium","e3",0,0,0,0,0,0,0,0,0,"Chlorurus sordidus",4
"1066","black","107","accessible","medium","e4",0,0,0,0,0,0,0,0,0,NA,NA
"1067","black","107","accessible","medium","e5",1,0,0,1,0,0,0,0,0,NA,NA
"1068","black","107","accessible","medium","e6",0,1,0,0,1,0,0,0,0,NA,NA
"1069","black","107","accessible","medium","e7",0,1,0,0,0,0,0,1,0,NA,NA
"1070","black","107","accessible","medium","e8",1,0,0,1,0,0,0,0,0,NA,NA
"1071","black","107","accessible","medium","e9",0,0,0,0,0,0,0,0,0,NA,NA
"1072","black","107","accessible","medium","f1",0,0,0,0,0,0,0,0,0,NA,NA
"1073","black","107","accessible","medium","f2",1,1,0,1,1,0,0,0,0,"Chlorurus sordidus",3
"1074","black","107","accessible","medium","f3",1,1,0,1,1,0,0,0,0,NA,NA
"1075","black","107","accessible","medium","f4",0,1,0,0,1,0,0,0,0,NA,NA
"1076","black","107","accessible","medium","f5",0,0,0,0,0,0,0,0,0,NA,NA
"1077","black","107","accessible","medium","f6",0,0,0,0,0,0,0,0,0,"Naso lituratus",1
"1078","black","107","accessible","medium","f7",0,0,0,0,0,0,0,0,0,NA,NA
"1079","black","107","accessible","medium","f8",0,0,0,0,0,0,0,0,0,"Naso lituratus",2
"1080","black","107","accessible","medium","f9",0,0,0,0,0,0,0,0,0,NA,NA
"1081","black","107","accessible","medium","g1",0,0,0,0,0,0,0,0,0,"Chlorurus sordidus",2
"1082","black","107","accessible","medium","g2",2,0,0,2,0,0,0,0,0,"Ctenochaetus binotatus",3
"1083","black","107","accessible","medium","g3",0,0,0,0,0,0,0,0,0,"Ctenochaetus binotatus",1
"1084","black","107","accessible","medium","g4",0,0,0,0,0,0,0,0,0,NA,NA
"1085","black","107","accessible","medium","g5",0,0,0,0,0,0,0,0,0,NA,NA
"1086","black","107","accessible","medium","g6",0,0,0,0,0,0,0,0,0,NA,NA
"1087","black","107","accessible","medium","g7",0,0,0,0,0,0,0,0,0,"Naso lituratus",3
"1088","black","107","accessible","medium","g8",0,0,0,0,0,0,0,0,0,NA,NA
"1089","black","107","accessible","medium","g9",0,0,0,0,0,0,0,0,0,NA,NA
"1090","black","107","accessible","medium","h1",0,0,0,0,0,0,0,0,0,"Ctenochaetus binotatus",4
"1091","black","107","accessible","medium","h2",0,0,0,0,0,0,0,0,0,"Chlorurus sordidus",3
"1092","black","107","accessible","medium","h2",0,0,0,0,0,0,0,0,0,"Ctenochaetus binotatus",6
"1093","black","107","accessible","medium","h2",0,0,0,0,0,0,0,0,0,"Naso lituratus",1
"1094","black","107","accessible","medium","h3",1,0,0,1,0,0,0,0,0,NA,NA
"1095","black","107","accessible","medium","h4",0,0,0,0,0,0,0,0,0,"Naso lituratus",2
"1096","black","107","accessible","medium","h5",0,1,0,0,1,0,0,0,0,NA,NA
"1097","black","107","accessible","medium","h6",0,0,0,0,0,0,0,0,0,NA,NA
"1098","black","107","accessible","medium","h7",0,1,0,0,1,0,0,0,0,NA,NA
"1099","black","107","accessible","medium","h8",0,0,0,0,0,0,0,0,0,NA,NA
"1100","black","107","accessible","medium","h9",0,0,0,0,0,0,0,0,0,NA,NA
"1101","black","107","accessible","medium","i1",0,0,0,0,0,0,0,0,0,NA,0
"1102","black","107","accessible","medium","i2",1,0,0,1,0,0,0,0,0,"Ctenochaetus binotatus",4
"1103","black","107","accessible","medium","i3",0,0,0,0,0,0,0,0,0,"Ctenochaetus binotatus",1
"1104","black","107","accessible","medium","i4",0,0,0,0,0,0,0,0,0,"Naso lituratus",2
"1105","black","107","accessible","medium","i5",0,0,0,0,0,0,0,0,0,"Naso lituratus",1
"1106","black","107","accessible","medium","i6",1,0,0,1,0,0,0,0,0,NA,NA
"1107","black","107","accessible","medium","i7",0,0,0,0,0,0,0,0,0,"Ctenochaetus binotatus",1
"1108","black","107","accessible","medium","i8",0,0,0,0,0,0,0,0,0,NA,NA
"1109","black","107","accessible","medium","i9",0,0,0,0,0,0,0,0,0,NA,NA
"1110","black","6","accessible","small","a1",0,0,0,0,0,0,0,0,0,NA,NA
"1111","black","6","accessible","small","a2",1,0,0,1,0,0,0,0,0,NA,NA
"1112","black","6","accessible","small","a3",2,2,0,2,2,0,0,0,0,NA,NA
"1113","black","6","accessible","small","a4",1,0,0,1,0,0,0,0,0,NA,NA
"1114","black","6","accessible","small","a5",1,1,0,1,1,0,0,0,0,NA,NA
"1115","black","6","accessible","small","a6",0,4,0,0,4,0,0,0,0,NA,NA
"1116","black","6","accessible","small","a7",0,1,0,0,1,0,0,0,0,NA,NA
"1117","black","6","accessible","small","a8",3,1,0,3,1,0,0,0,0,NA,NA
"1118","black","6","accessible","small","a9",0,0,0,0,0,0,0,0,0,NA,NA
"1119","black","6","accessible","small","b1",4,0,0,4,0,0,0,0,0,NA,NA
"1120","black","6","accessible","small","b2",5,3,1,5,3,1,0,0,0,"Chlorurus sordidus",5
"1121","black","6","accessible","small","b2",5,3,1,5,3,1,0,0,0,"Naso lituratus",4
"1122","black","6","accessible","small","b3",2,0,0,2,0,0,0,0,0,NA,NA
"1123","black","6","accessible","small","b4",2,4,0,2,4,0,0,0,0,NA,NA
"1124","black","6","accessible","small","b5",2,2,0,2,2,0,0,0,0,NA,NA
"1125","black","6","accessible","small","b6",1,2,0,1,2,0,0,0,0,NA,NA
"1126","black","6","accessible","small","b7",0,2,0,0,2,0,0,0,0,NA,NA
"1127","black","6","accessible","small","b8",0,0,0,0,0,0,0,0,0,"Chlorurus sordidus",4
"1128","black","6","accessible","small","b8",0,0,0,0,0,0,0,0,0,"Naso lituratus",4
"1129","black","6","accessible","small","b9",0,0,0,0,0,0,0,0,0,NA,NA
"1130","black","6","accessible","small","c1",0,1,1,0,1,1,0,0,0,NA,NA
"1131","black","6","accessible","small","c2",0,1,1,0,1,1,0,0,0,NA,NA
"1132","black","6","accessible","small","c3",2,5,0,2,4,0,0,1,0,NA,NA
"1133","black","6","accessible","small","c4",0,0,1,0,0,1,0,0,0,NA,NA
"1134","black","6","accessible","small","c5",4,1,1,4,1,1,0,0,0,NA,NA
"1135","black","6","accessible","small","c6",0,0,0,0,0,0,0,0,0,NA,NA
"1136","black","6","accessible","small","c7",0,1,0,0,1,0,0,0,0,"Chlorurus sordidus",1
"1137","black","6","accessible","small","c8",0,1,0,0,1,0,0,0,0,NA,NA
"1138","black","6","accessible","small","c9",1,0,0,0,0,0,1,0,0,NA,NA
"1139","black","6","accessible","small","d1",0,2,2,0,2,2,0,0,0,NA,NA
"1140","black","6","accessible","small","d2",4,1,2,4,1,2,0,0,0,NA,NA
"1141","black","6","accessible","small","d3",0,1,0,0,1,0,0,0,0,NA,NA
"1142","black","6","accessible","small","d4",1,5,1,1,5,1,0,0,0,NA,NA
"1143","black","6","accessible","small","d5",0,1,0,0,1,0,0,0,0,NA,NA
"1144","black","6","accessible","small","d6",3,3,0,3,3,0,0,0,0,"Chlorurus sordidus",5
"1145","black","6","accessible","small","d6",3,3,0,3,3,0,0,0,0,"Naso lituratus",1
"1146","black","6","accessible","small","d7",1,1,0,0,1,0,1,0,0,NA,NA
"1147","black","6","accessible","small","d8",0,2,0,0,2,0,0,0,0,"Naso lituratus",2
"1148","black","6","accessible","small","d9",0,1,0,0,1,0,0,0,0,NA,NA
"1149","black","6","accessible","small","e1",0,2,2,0,2,2,0,0,0,NA,NA
"1150","black","6","accessible","small","e2",0,2,1,0,2,1,0,0,0,NA,NA
"1151","black","6","accessible","small","e3",3,4,0,3,4,0,0,0,0,NA,NA
"1152","black","6","accessible","small","e4",1,1,0,1,1,0,0,0,0,NA,NA
"1153","black","6","accessible","small","e5",1,1,0,1,1,0,0,0,0,NA,NA
"1154","black","6","accessible","small","e6",0,2,1,0,2,1,0,0,0,NA,NA
"1155","black","6","accessible","small","e7",1,0,0,1,0,0,0,0,0,"Naso lituratus",1
"1156","black","6","accessible","small","e8",0,0,0,0,0,0,0,0,0,NA,NA
"1157","black","6","accessible","small","e9",3,1,0,1,1,0,2,0,0,NA,NA
"1158","black","6","accessible","small","f1",2,0,0,2,0,0,0,0,0,NA,NA
"1159","black","6","accessible","small","f2",0,0,0,0,0,0,0,0,0,"Chlorurus sordidus",1
"1160","black","6","accessible","small","f2",0,0,0,0,0,0,0,0,0,"Naso lituratus",2
"1161","black","6","accessible","small","f3",0,0,1,0,0,1,0,0,0,NA,NA
"1162","black","6","accessible","small","f4",4,3,0,4,3,0,0,0,0,NA,NA
"1163","black","6","accessible","small","f5",2,3,0,2,3,0,0,0,0,NA,NA
"1164","black","6","accessible","small","f6",4,6,0,4,6,0,0,0,0,"Chlorurus sordidus",1
"1165","black","6","accessible","small","f7",0,0,0,0,0,0,0,0,0,NA,NA
"1166","black","6","accessible","small","f8",1,4,0,1,4,0,0,0,0,NA,NA
"1167","black","6","accessible","small","f9",2,1,0,2,1,0,0,0,0,NA,NA
"1168","black","6","accessible","small","g1",5,1,0,5,1,0,0,0,0,NA,NA
"1169","black","6","accessible","small","g2",3,0,0,3,0,0,0,0,0,NA,NA
"1170","black","6","accessible","small","g3",1,6,1,1,6,1,0,0,0,NA,NA
"1171","black","6","accessible","small","g4",1,2,0,1,2,0,0,0,0,NA,NA
"1172","black","6","accessible","small","g5",4,4,0,4,4,0,0,0,0,NA,NA
"1173","black","6","accessible","small","g6",0,0,0,0,0,0,0,0,0,NA,NA
"1174","black","6","accessible","small","g7",1,1,0,1,1,0,0,0,0,NA,NA
"1175","black","6","accessible","small","g8",0,0,1,0,0,1,0,0,0,NA,NA
"1176","black","6","accessible","small","g9",0,0,0,0,0,0,0,0,0,NA,NA
"1177","black","6","accessible","small","h1",1,1,0,1,1,0,0,0,0,NA,NA
"1178","black","6","accessible","small","h2",3,5,0,2,5,0,1,0,0,"Chlorurus sordidus",4
"1179","black","6","accessible","small","h2",3,5,0,2,5,0,1,0,0,"Naso lituratus",1
"1180","black","6","accessible","small","h3",3,1,0,3,1,0,0,0,0,"unident wrasse",1
"1181","black","6","accessible","small","h4",5,1,0,5,1,0,0,0,0,NA,NA
"1182","black","6","accessible","small","h5",1,0,0,1,0,0,0,0,0,NA,NA
"1183","black","6","accessible","small","h6",3,3,0,3,3,0,0,0,0,"Chlorurus sordidus",1
"1184","black","6","accessible","small","h7",2,1,0,2,1,0,0,0,0,NA,NA
"1185","black","6","accessible","small","h8",8,0,0,8,0,0,0,0,0,"Naso lituratus",1
"1186","black","6","accessible","small","h9",0,0,0,0,0,0,0,0,0,NA,NA
"1187","black","6","accessible","small","i1",2,0,0,2,0,0,0,0,0,NA,NA
"1188","black","6","accessible","small","i2",1,0,0,1,0,0,0,0,0,NA,NA
"1189","black","6","accessible","small","i3",3,2,0,3,2,0,0,0,0,NA,NA
"1190","black","6","accessible","small","i4",3,3,0,3,3,0,0,0,0,NA,NA
"1191","black","6","accessible","small","i5",2,1,0,2,1,0,0,0,0,NA,NA
"1192","black","6","accessible","small","i6",0,0,1,0,0,1,0,0,0,NA,NA
"1193","black","6","accessible","small","i7",1,0,1,1,0,1,0,0,0,NA,NA
"1194","black","6","accessible","small","i8",1,0,0,1,0,0,0,0,0,NA,NA
"1195","black","6","accessible","small","i9",0,0,0,0,0,0,0,0,0,NA,NA
"1196","yellow","12","caged control","small","a1",0,0,0,0,0,0,0,0,0,NA,NA
"1197","yellow","12","caged control","small","a2",0,0,0,0,0,0,0,0,0,NA,NA
"1198","yellow","12","caged control","small","a3",0,0,0,0,0,0,0,0,0,NA,NA
"1199","yellow","12","caged control","small","a4",0,0,0,0,0,0,0,0,0,NA,NA
"1200","yellow","12","caged control","small","a5",0,0,0,0,0,0,0,0,0,NA,NA
"1201","yellow","12","caged control","small","a6",1,0,0,1,0,0,0,0,0,NA,NA
"1202","yellow","12","caged control","small","a7",0,0,0,0,0,0,0,0,0,NA,NA
"1203","yellow","12","caged control","small","a8",0,0,0,0,0,0,0,0,0,NA,NA
"1204","yellow","12","caged control","small","a9",0,0,0,0,0,0,0,0,0,NA,NA
"1205","yellow","12","caged control","small","b1",0,1,0,0,1,0,0,0,0,NA,NA
"1206","yellow","12","caged control","small","b2",0,0,0,0,0,0,0,0,0,NA,NA
"1207","yellow","12","caged control","small","b3",0,3,0,0,3,0,0,0,0,NA,NA
"1208","yellow","12","caged control","small","b4",0,1,0,0,1,0,0,0,0,NA,NA
"1209","yellow","12","caged control","small","b5",0,0,0,0,0,0,0,0,0,NA,NA
"1210","yellow","12","caged control","small","b6",1,1,0,1,1,0,0,0,0,NA,NA
"1211","yellow","12","caged control","small","b7",1,0,0,1,0,0,0,0,0,NA,NA
"1212","yellow","12","caged control","small","b8",0,1,0,0,1,0,0,0,0,NA,NA
"1213","yellow","12","caged control","small","b9",0,0,0,0,0,0,0,0,0,NA,NA
"1214","yellow","12","caged control","small","c1",0,1,0,0,1,0,0,0,0,NA,NA
"1215","yellow","12","caged control","small","c2",0,1,0,0,1,0,0,0,0,NA,NA
"1216","yellow","12","caged control","small","c3",1,0,0,1,0,0,0,0,0,NA,NA
"1217","yellow","12","caged control","small","c4",0,1,0,0,1,0,0,0,0,NA,NA
"1218","yellow","12","caged control","small","c5",0,0,0,0,0,0,0,0,0,NA,NA
"1219","yellow","12","caged control","small","c6",0,0,0,0,0,0,0,0,0,NA,NA
"1220","yellow","12","caged control","small","c7",0,0,0,0,0,0,0,0,0,NA,NA
"1221","yellow","12","caged control","small","c8",1,1,0,1,1,0,0,0,0,NA,NA
"1222","yellow","12","caged control","small","c9",0,0,0,0,0,0,0,0,0,NA,NA
"1223","yellow","12","caged control","small","d1",0,1,0,0,1,0,0,0,0,NA,NA
"1224","yellow","12","caged control","small","d2",0,0,0,0,0,0,0,0,0,NA,NA
"1225","yellow","12","caged control","small","d3",0,0,0,0,0,0,0,0,0,NA,NA
"1226","yellow","12","caged control","small","d4",0,0,1,0,0,1,0,0,0,NA,NA
"1227","yellow","12","caged control","small","d5",1,0,0,1,0,0,0,0,0,NA,NA
